"city_mpg","highway_mpg","horsepower"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","242"
"14","20","300"
"17","23","242"
"14","20","300"
"14","20","300"
"16","21","242"
"14","19","300"
"16","21","242"
"14","19","300"
"18","25","185"
"17","23","242"
"18","25","185"
"18","25","185"
"17","23","242"
"14","20","300"
"17","23","242"
"14","20","300"
"14","20","300"
"18","24","185"
"17","23","185"
"17","23","242"
"18","24","185"
"17","23","185"
"17","23","242"
"14","19","300"
"17","23","242"
"14","19","300"
"10","14","302"
"15","21","315"
"10","13","302"
"11","16","315"
"14","19","302"
"13","18","302"
"14","19","302"
"15","21","315"
"10","14","403"
"10","13","302"
"11","16","315"
"9","13","403"
"11","16","315"
"15","21","315"
"10","14","403"
"11","16","315"
"12","19","403"
"10","14","403"
"9","13","403"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"22","28","158"
"27","33","128"
"27","33","128"
"27","33","128"
"27","33","128"
"13","18","490"
"27","33","128"
"27","33","128"
"13","18","490"
"16","20","236"
"15","20","310"
"13","17","381"
"13","17","381"
"16","20","236"
"14","18","381"
"13","17","381"
"13","17","381"
"16","20","236"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"14","18","381"
"13","17","381"
"15","20","310"
"14","19","310"
"13","17","381"
"13","17","381"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"14","18","381"
"18","26","204"
"18","25","306"
"21","29","204"
"19","27","204"
"21","30","204"
"20","27","306"
"16","23","385"
"15","22","385"
"15","21","470"
"15","21","470"
"15","21","510"
"15","21","510"
"13","17","381"
"13","17","381"
"19","27","170"
"18","25","265"
"18","25","256"
"19","27","170"
"13","18","490"
"13","18","490"
"15","20","261"
"14","19","261"
"14","19","261"
"19","23","152"
"17","22","152"
"15","20","261"
"18","25","185"
"17","23","242"
"18","25","185"
"18","25","185"
"17","23","242"
"18","24","185"
"17","23","185"
"17","23","242"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","242"
"15","20","300"
"17","23","242"
"15","20","300"
"15","20","300"
"16","21","242"
"14","19","300"
"16","21","242"
"14","19","300"
"17","24","185"
"17","23","242"
"20","26","185"
"17","24","185"
"17","23","242"
"15","20","300"
"17","23","242"
"15","20","300"
"15","20","300"
"18","24","185"
"16","23","185"
"16","22","242"
"18","24","185"
"16","23","185"
"16","22","242"
"17","24","185"
"16","22","242"
"14","19","300"
"19","23","152"
"19","27","170"
"18","25","256"
"19","27","170"
"19","23","152"
"15","20","261"
"14","19","261"
"16","20","261"
"15","20","261"
"15","20","261"
"15","20","261"
"15","20","261"
"14","19","261"
"15","20","261"
"14","19","261"
"14","19","261"
"15","20","261"
"16","20","261"
"14","19","261"
"17","22","152"
"15","20","261"
"16","20","261"
"14","19","261"
"15","20","261"
"15","20","261"
"14","19","261"
"15","20","261"
"15","20","261"
"17","22","152"
"14","19","261"
"15","20","261"
"15","20","261"
"15","20","261"
"15","19","261"
"15","19","261"
"19","23","152"
"19","23","152"
"19","23","152"
"15","20","261"
"15","19","261"
"18","25","256"
"19","27","170"
"19","27","170"
"20","223","332"
"20","23","332"
"20","23","332"
"20","23","332"
"21","22","332"
"21","22","332"
"21","22","332"
"21","22","332"
"21","22","332"
"21","22","332"
"20","20","332"
"20","20","332"
"18","24","230"
"22","27","143"
"18","24","210"
"22","27","143"
"19","24","143"
"22","27","143"
"18","24","210"
"22","27","143"
"19","24","143"
"16","21","207"
"15","20","207"
"22","27","143"
"19","24","143"
"15","19","207"
"14","18","207"
"16","21","207"
"15","20","207"
"16","21","207"
"15","20","207"
"15","19","207"
"14","18","207"
"14","19","302"
"15","21","315"
"10","14","302"
"11","16","315"
"14","18","195"
"10","13","302"
"15","21","315"
"13","18","302"
"11","16","315"
"15","20","195"
"10","14","302"
"11","16","315"
"14","19","302"
"15","21","315"
"14","18","195"
"13","18","302"
"11","16","315"
"10","13","302"
"11","16","315"
"16","23","416"
"16","23","416"
"15","20","261"
"15","20","261"
"17","22","152"
"15","19","261"
"19","23","152"
"14","19","261"
"15","20","261"
"16","20","261"
"19","23","152"
"14","19","261"
"14","19","261"
"15","19","261"
"17","22","152"
"20","32","220"
"12","18","383"
"12","18","383"
"22","27","143"
"19","24","143"
"22","27","143"
"19","24","143"
"22","27","143"
"19","24","143"
"22","27","143"
"19","24","143"
"15","21","207"
"16","21","207"
"15","21","207"
"16","21","207"
"15","19","207"
"14","18","207"
"15","21","207"
"16","21","207"
"15","21","207"
"16","21","207"
"15","19","207"
"14","18","207"
"13","16","225"
"12","16","255"
"9","12","225"
"12","16","255"
"9","12","225"
"9","12","255"
"13","16","225"
"12","15","255"
"9","12","225"
"9","12","255"
"17","24","288"
"17","24","288"
"16","22","288"
"16","22","288"
"16","22","288"
"17","24","288"
"17","24","288"
"16","22","288"
"9","11","255"
"10","13","305"
"11","15","255"
"10","13","305"
"11","15","255"
"10","13","305"
"11","15","255"
"10","13","305"
"11","15","255"
"10","13","305"
"11","15","255"
"10","13","305"
"11","15","255"
"10","13","305"
"9","11","255"
"10","13","305"
"25","36","182"
"25","36","182"
"17","27","303"
"12","18","303"
"17","27","303"
"25","36","182"
"17","27","303"
"25","36","182"
"17","27","303"
"13","19","303"
"16","26","303"
"12","18","303"
"13","19","303"
"15","20","210"
"14","18","210"
"15","20","210"
"9","13","302"
"14","18","210"
"9","13","302"
"15","20","210"
"9","13","302"
"14","18","210"
"14","19","302"
"15","20","210"
"14","19","302"
"14","18","210"
"9","13","302"
"16","20","261"
"15","20","261"
"16","20","261"
"15","20","261"
"15","19","261"
"14","19","261"
"15","19","261"
"14","19","261"
"15","20","261"
"14","19","261"
"15","20","261"
"15","20","261"
"14","19","261"
"14","19","261"
"18","29","220"
"15","22","182"
"18","29","220"
"20","32","220"
"19","31","182"
"20","32","220"
"15","22","182"
"18","29","220"
"20","32","220"
"19","27","270"
"19","25","265"
"17","23","305"
"19","25","265"
"13","17","225"
"9","12","255"
"9","12","225"
"12","16","255"
"13","17","225"
"9","12","255"
"15","19","236"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"15","19","236"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"15","19","236"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"10","13","381"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"10","13","381"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"10","13","381"
"15","20","310"
"14","19","310"
"14","18","381"
"13","17","381"
"13","17","381"
"13","17","225"
"9","12","255"
"10","12","225"
"9","12","255"
"13","17","225"
"9","12","255"
"18","25","265"
"18","25","265"
"13","18","317"
"12","17","317"
"13","18","317"
"12","17","317"
"12","17","317"
"13","18","317"
"12","17","317"
"13","18","317"
"13","18","317"
"12","17","317"
"12","17","317"
"12","17","317"
"13","18","317"
"12","17","317"
"13","18","317"
"12","17","317"
"15","20","210"
"14","18","210"
"15","20","210"
"14","19","302"
"14","18","210"
"14","14","302"
"15","20","210"
"14","19","302"
"14","18","210"
"9","12","302"
"15","20","210"
"14","19","302"
"14","18","210"
"14","19","302"
"19","25","265"
"19","25","265"
"18","25","265"
"18","25","265"
"15","21","315"
"14","19","302"
"10","14","302"
"13","18","403"
"11","16","315"
"11","16","315"
"9","13","403"
"13","18","302"
"15","21","315"
"13","18","302"
"10","13","302"
"12","18","403"
"15","21","315"
"9","13","403"
"18","25","256"
"18","25","256"
"10","14","302"
"11","16","315"
"14","19","302"
"10","14","302"
"9","13","403"
"15","21","315"
"9","13","403"
"10","13","302"
"11","16","315"
"10","13","302"
"10","13","302"
"9","13","403"
"15","21","315"
"12","18","403"
"11","16","315"
"15","21","315"
"15","21","315"
"11","16","315"
"15","21","315"
"15","21","315"
"13","18","317"
"9","13","317"
"9","13","317"
"13","18","317"
"12","17","317"
"13","18","317"
"13","18","317"
"12","17","317"
"12","17","317"
"12","17","317"
"13","18","317"
"12","17","317"
"14","19","302"
"11","16","315"
"10","14","302"
"11","16","315"
"14","18","195"
"13","18","302"
"11","16","315"
"10","13","302"
"11","16","315"
"15","20","195"
"14","19","302"
"11","16","315"
"14","19","302"
"11","16","315"
"14","18","195"
"10","13","302"
"15","21","315"
"10","13","302"
"11","16","315"
"13","17","225"
"12","16","255"
"13","17","225"
"12","16","255"
"9","12","225"
"12","16","255"
"9","12","225"
"12","16","255"
"11","16","315"
"14","19","302"
"14","19","302"
"15","21","315"
"13","19","403"
"15","22","315"
"15","21","315"
"13","19","403"
"10","13","302"
"15","21","315"
"10","13","302"
"10","13","302"
"15","21","315"
"12","19","403"
"11","16","315"
"12","19","403"
"13","17","225"
"9","12","255"
"13","17","225"
"9","12","255"
"13","17","225"
"9","12","255"
"10","12","225"
"9","12","255"
"10","14","302"
"11","16","315"
"14","19","302"
"14","19","302"
"11","16","315"
"13","19","403"
"15","21","315"
"13","19","403"
"10","13","302"
"15","21","315"
"13","18","302"
"10","13","302"
"15","21","315"
"9","13","403"
"15","21","315"
"12","19","403"
"11","16","315"
"15","21","315"
"15","21","315"
"15","21","315"
"11","16","315"
"15","21","315"
"12","16","255"
"10","14","305"
"9","12","255"
"10","14","305"
"12","16","255"
"10","14","305"
"12","16","255"
"10","14","305"
"12","15","255"
"10","14","305"
"9","12","255"
"10","14","305"
"9","12","255"
"10","14","305"
"9","12","255"
"10","14","305"
"13","18","317"
"13","18","317"
"12","17","317"
"12","17","317"
"13","18","317"
"9","13","317"
"12","17","317"
"9","12","317"
"12","17","317"
"12","17","317"
"13","18","317"
"9","13","317"
"12","17","317"
"12","17","317"
"13","18","317"
"13","18","317"
"13","18","317"
"9","13","317"
"12","17","317"
"9","12","317"
"12","17","317"
"9","12","317"
"12","17","317"
"12","17","317"
"9","12","317"
"9","13","317"
"12","17","317"
"12","17","317"
"18","25","265"
"18","25","256"
"18","25","256"
"18","25","256"
"18","25","256"
"18","25","256"
"18","25","256"
"13","18","317"
"12","17","317"
"13","18","317"
"12","17","317"
"12","17","317"
"13","18","317"
"12","17","317"
"13","18","317"
"13","18","317"
"12","17","317"
"12","17","317"
"12","17","317"
"13","18","317"
"12","17","317"
"14","20","210"
"13","19","390"
"14","20","390"
"9","13","310"
"14","20","390"
"8","12","310"
"13","19","390"
"13","19","390"
"13","18","310"
"13","19","390"
"14","20","390"
"14","19","310"
"14","20","390"
"9","13","310"
"14","20","390"
"13","19","390"
"13","18","310"
"13","19","390"
"13","18","310"
"13","19","390"
"14","20","390"
"14","20","390"
"9","13","310"
"14","20","390"
"13","19","390"
"13","19","390"
"13","18","310"
"13","19","390"
"13","18","310"
"15","21","360"
"16","22","365"
"11","15","360"
"16","22","365"
"11","15","360"
"16","22","365"
"14","19","360"
"15","21","365"
"14","19","360"
"15","21","365"
"14","19","360"
"15","21","365"
"15","21","360"
"16","22","365"
"14","19","360"
"15","21","365"
"15","21","360"
"16","22","365"
"14","19","360"
"15","21","365"
"11","15","360"
"10","14","360"
"10","14","360"
"15","21","365"
"15","21","360"
"16","22","365"
"13","18","411"
"10","14","360"
"15","21","365"
"12","16","411"
"11","15","360"
"11","15","360"
"16","22","365"
"15","21","365"
"11","15","360"
"16","22","365"
"13","18","411"
"10","14","360"
"15","21","365"
"12","16","411"
"15","21","360"
"16","22","365"
"14","19","360"
"15","21","365"
"12","17","302"
"15","21","360"
"16","21","302"
"10","14","360"
"12","17","302"
"15","21","360"
"16","21","302"
"10","14","360"
"12","16","411"
"12","16","411"
"17","23","302"
"15","21","360"
"16","21","302"
"10","14","360"
"17","23","365"
"15","21","360"
"16","22","365"
"16","21","302"
"10","14","360"
"15","21","365"
"12","17","302"
"15","21","360"
"16","22","365"
"16","21","302"
"14","19","360"
"12","17","302"
"11","15","360"
"15","21","360"
"16","22","365"
"16","21","302"
"10","14","360"
"15","21","365"
"12","17","302"
"17","23","302"
"10","14","360"
"15","21","365"
"15","21","360"
"14","19","360"
"17","23","302"
"11","15","360"
"16","21","302"
"10","14","360"
"12","17","302"
"11","15","360"
"16","22","365"
"14","19","360"
"10","14","360"
"15","21","365"
"12","17","302"
"11","15","360"
"16","22","365"
"16","21","302"
"10","14","360"
"15","21","365"
"12","17","302"
"15","21","360"
"16","22","365"
"14","19","360"
"15","21","365"
"17","23","302"
"11","15","360"
"16","22","365"
"10","14","360"
"15","21","365"
"15","21","360"
"16","22","365"
"14","19","360"
"15","21","365"
"13","18","411"
"12","16","411"
"13","18","411"
"14","18","310"
"10","13","310"
"10","13","310"
"10","14","310"
"14","18","310"
"10","14","310"
"10","13","310"
"14","20","310"
"10","13","310"
"15","19","248"
"14","18","248"
"14","20","292"
"15","19","248"
"15","21","292"
"14","18","248"
"14","20","292"
"14","18","310"
"15","19","248"
"14","18","248"
"15","19","248"
"15","21","292"
"10","14","310"
"14","18","248"
"14","20","292"
"14","18","310"
"15","19","248"
"15","21","292"
"14","20","310"
"14","18","248"
"14","20","292"
"10","13","310"
"15","19","248"
"15","21","292"
"14","18","248"
"15","19","248"
"14","20","292"
"14","18","310"
"15","19","248"
"15","21","292"
"14","20","292"
"15","19","248"
"15","21","292"
"14","20","292"
"15","19","248"
"14","18","248"
"14","18","310"
"10","13","310"
"15","19","248"
"15","21","292"
"14","20","310"
"14","18","248"
"14","20","292"
"14","18","310"
"15","21","292"
"14","20","292"
"15","19","248"
"10","13","310"
"15","21","292"
"14","20","310"
"14","20","292"
"14","18","310"
"15","21","292"
"10","14","310"
"14","20","292"
"10","13","310"
"15","21","292"
"10","14","310"
"14","20","292"
"14","18","310"
"20","23","332"
"20","23","332"
"20","23","332"
"20","23","332"
"21","22","332"
"21","22","332"
"21","22","332"
"21","22","332"
"12","16","411"
"11","17","470"
"22","32","240"
"19","29","300"
"16","24","400"
"18","26","228"
"18","26","228"
"14","20","215"
"9","13","310"
"14","20","390"
"13","18","310"
"13","19","390"
"9","13","310"
"14","20","390"
"13","18","310"
"13","19","390"
"14","20","310"
"13","19","390"
"13","18","310"
"18","28","230"
"18","27","230"
"19","28","300"
"18","28","230"
"18","28","230"
"20","28","300"
"18","25","300"
"17","26","230"
"18","27","230"
"17","25","230"
"17","25","230"
"26","36","160"
"28","38","160"
"27","37","160"
"27","37","160"
"18","25","332"
"18","25","332"
"18","25","332"
"18","26","332"
"18","26","332"
"18","26","332"
"19","26","332"
"19","26","332"
"25","31","188"
"25","31","188"
"28","40","138"
"15","23","429"
"15","23","429"
"20","26","276"
"20","26","276"
"20","28","175"
"20","26","276"
"20","26","276"
"20","26","276"
"20","28","175"
"20","26","276"
"20","25","175"
"10","14","310"
"14","20","310"
"14","20","310"
"10","14","310"
"14","20","310"
"10","14","310"
"10","14","310"
"10","14","310"
"9","13","310"
"13","18","310"
"9","13","310"
"13","18","310"
"9","13","310"
"9","13","310"
"9","13","310"
"13","18","310"
"16","22","261"
"15","20","261"
"16","22","261"
"16","20","261"
"15","20","261"
"16","20","261"
"15","20","261"
"15","22","266"
"14","20","266"
"15","22","266"
"14","20","266"
"15","22","266"
"14","20","266"
"15","22","266"
"14","20","266"
"13","18","310"
"17","22","260"
"16","21","260"
"16","21","260"
"17","22","260"
"20","29","218"
"20","29","218"
"19","27","218"
"19","27","328"
"18","25","328"
"17","25","328"
"19","27","330"
"19","27","330"
"18","25","330"
"17","25","330"
"21","29","227"
"21","29","227"
"22","28","172"
"23","29","158"
"13","19","317"
"12","19","317"
"12","18","317"
"12","18","317"
"13","19","317"
"9","13","317"
"12","18","317"
"12","18","317"
"13","19","317"
"12","19","317"
"12","18","317"
"12","18","317"
"21","30","204"
"20","27","204"
"19","28","204"
"19","27","306"
"18","26","306"
"19","27","204"
"19","28","204"
"21","30","204"
"16","23","416"
"19","28","268"
"16","24","380"
"16","23","380"
"16","24","380"
"16","23","380"
"19","24","187"
"18","25","266"
"19","24","187"
"18","25","266"
"17","23","266"
"18","25","266"
"18","25","266"
"18","25","266"
"17","23","266"
"18","25","266"
"18","25","266"
"17","23","266"
"21","29","211"
"18","28","372"
"18","28","372"
"14","21","500"
"18","25","360"
"23","34","177"
"23","34","177"
"23","34","177"
"23","34","177"
"23","34","190"
"23","34","190"
"20","30","271"
"23","34","190"
"20","30","271"
"23","32","190"
"22","33","190"
"18","24","270"
"18","25","270"
"23","32","190"
"22","33","190"
"22","33","190"
"17","26","271"
"19","29","271"
"17","25","325"
"16","24","325"
"19","27","348"
"17","25","348"
"11","16","552"
"17","24","297"
"17","24","297"
"17","24","297"
"17","24","297"
"16","23","303"
"16","21","303"
"14","20","390"
"14","20","400"
"14","20","400"
"12","17","290"
"12","17","290"
"16","23","290"
"14","20","360"
"16","23","290"
"13","20","360"
"14","20","360"
"13","20","360"
"12","17","290"
"14","20","360"
"16","23","290"
"13","20","360"
"12","18","465"
"17","23","290"
"17","23","290"
"13","17","290"
"16","23","290"
"16","23","290"
"16","23","290"
"17","23","290"
"12","17","290"
"17","23","270"
"17","22","270"
"17","22","270"
"17","23","270"
"17","22","270"
"29","35","100"
"29","35","100"
"28","34","100"
"28","34","100"
"14","20","310"
"13","18","381"
"13","18","310"
"13","17","381"
"13","17","381"
"13","18","381"
"13","17","381"
"13","17","381"
"25","33","148"
"25","33","148"
"24","33","148"
"27","39","155"
"28","40","155"
"28","40","155"
"20","28","167"
"22","29","167"
"16","25","370"
"15","23","370"
"18","26","200"
"22","27","200"
"21","27","200"
"22","27","200"
"21","27","200"
"22","27","200"
"21","27","200"
"18","27","305"
"15","23","376"
"16","25","376"
"14","23","470"
"14","23","470"
"21","30","173"
"20","31","173"
"14","21","283"
"14","21","283"
"24","32","158"
"24","32","158"
"24","34","115"
"23","29","115"
"23","33","170"
"24","31","170"
"23","33","170"
"24","31","170"
"30","42","140"
"22","33","200"
"24","31","170"
"23","33","170"
"24","31","170"
"24","31","170"
"30","42","140"
"21","31","200"
"21","31","200"
"17","25","280"
"27","38","155"
"28","39","155"
"28","39","155"
"20","28","167"
"22","29","167"
"18","25","263"
"17","25","283"
"12","18","283"
"12","18","283"
"12","18","283"
"17","25","283"
"22","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"19","26","173"
"19","26","173"
"13","18","283"
"16","24","283"
"13","18","283"
"16","24","283"
"17","25","283"
"16","24","283"
"17","24","273"
"16","22","273"
"17","24","273"
"16","22","273"
"17","24","273"
"16","22","273"
"25","34","156"
"26","36","156"
"26","36","156"
"23","32","173"
"24","33","156"
"25","34","156"
"22","32","173"
"23","31","173"
"26","36","156"
"23","32","173"
"28","39","140"
"28","36","140"
"28","36","140"
"28","39","140"
"24","35","200"
"24","35","200"
"24","35","200"
"22","34","274"
"22","34","274"
"30","40","138"
"30","40","138"
"30","40","138"
"30","40","138"
"27","35","138"
"27","35","138"
"26","34","164"
"26","34","164"
"26","34","164"
"22","32","170"
"22","32","170"
"22","31","170"
"22","31","170"
"22","31","170"
"31","43","140"
"16","23","280"
"16","23","280"
"16","23","280"
"19","28","225"
"19","28","225"
"19","28","225"
"20","24","380"
"17","24","288"
"17","24","288"
"17","24","288"
"17","24","288"
"16","23","288"
"16","23","288"
"16","23","288"
"16","23","288"
"17","24","288"
"16","23","288"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"12","18","264"
"12","17","264"
"12","18","264"
"16","23","264"
"12","18","264"
"12","17","264"
"15","21","320"
"15","21","320"
"11","16","320"
"11","16","320"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"10","16","352"
"10","15","352"
"10","15","352"
"28","39","140"
"28","39","140"
"22","31","201"
"13","20","360"
"29","41","140"
"13","20","360"
"20","23","332"
"20","23","332"
"12","17","290"
"17","23","290"
"13","20","360"
"21","30","227"
"21","30","227"
"18","28","227"
"10","13","310"
"13","17","310"
"13","17","310"
"13","17","310"
"11","17","280"
"11","16","324"
"8","12","280"
"8","11","324"
"8","12","280"
"8","11","324"
"8","12","280"
"8","11","324"
"28","36","140"
"28","39","140"
"28","36","140"
"28","39","140"
"28","36","140"
"28","39","140"
"28","39","140"
"22","31","201"
"23","33","170"
"24","31","170"
"30","42","140"
"24","31","170"
"30","42","140"
"19","27","256"
"23","28","172"
"18","27","318"
"18","27","318"
"18","27","318"
"18","27","318"
"18","27","318"
"18","27","318"
"16","26","385"
"16","26","385"
"15","21","470"
"15","21","470"
"16","26","385"
"15","22","385"
"15","21","470"
"15","21","470"
"15","21","510"
"15","21","510"
"16","26","270"
"18","27","270"
"18","26","270"
"16","26","270"
"18","27","270"
"18","27","318"
"18","27","318"
"18","27","318"
"18","27","318"
"18","26","270"
"13","20","360"
"15","22","550"
"16","24","385"
"15","22","510"
"16","22","385"
"15","22","510"
"15","21","210"
"15","21","210"
"16","22","210"
"15","21","210"
"15","21","210"
"16","22","210"
"16","22","210"
"18","27","270"
"18","26","270"
"18","27","270"
"18","26","270"
"18","26","318"
"18","26","318"
"18","26","318"
"18","26","318"
"18","27","271"
"14","19","556"
"12","18","556"
"16","23","240"
"16","23","240"
"18","27","271"
"18","24","240"
"14","19","556"
"12","18","556"
"18","24","240"
"18","26","271"
"19","27","256"
"17","25","283"
"12","18","283"
"17","25","283"
"17","25","283"
"21","31","200"
"21","31","200"
"14","20","360"
"14","20","360"
"14","20","360"
"14","20","360"
"21","29","227"
"21","29","227"
"21","29","227"
"21","29","227"
"21","30","227"
"21","30","227"
"21","30","227"
"21","30","227"
"18","28","227"
"18","28","227"
"19","25","240"
"19","25","240"
"19","25","240"
"17","23","300"
"17","23","300"
"17","23","325"
"17","23","325"
"21","31","200"
"21","31","200"
"22","28","172"
"23","28","172"
"23","29","158"
"23","28","172"
"23","29","158"
"22","31","170"
"22","29","170"
"21","30","200"
"14","19","556"
"12","18","556"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"17","21","285"
"12","18","308"
"17","24","308"
"12","17","308"
"17","24","308"
"16","23","308"
"12","18","308"
"16","23","308"
"15","20","195"
"13","18","310"
"13","17","310"
"17","21","285"
"17","21","285"
"19","25","240"
"17","23","300"
"19","25","240"
"19","25","240"
"17","23","300"
"18","28","230"
"18","28","230"
"17","25","230"
"17","25","230"
"19","28","300"
"18","28","300"
"18","26","320"
"17","24","320"
"19","27","300"
"18","27","300"
"14","20","414"
"14","20","414"
"16","23","240"
"16","23","240"
"16","23","240"
"16","23","240"
"18","24","240"
"18","24","240"
"18","24","240"
"18","24","240"
"18","24","240"
"18","24","240"
"12","17","375"
"12","17","375"
"12","17","375"
"14","18","403"
"10","14","403"
"10","15","403"
"10","14","403"
"14","18","403"
"13","18","403"
"14","18","403"
"13","18","403"
"20","23","332"
"20","23","332"
"20","23","332"
"20","23","332"
"14","18","403"
"13","18","403"
"14","18","403"
"13","18","403"
"10","15","403"
"9","13","403"
"14","18","403"
"9","13","403"
"12","18","375"
"12","18","510"
"12","18","510"
"12","18","375"
"17","26","230"
"18","27","230"
"19","28","300"
"18","28","300"
"18","26","320"
"17","24","320"
"13","20","414"
"14","20","414"
"13","18","375"
"12","17","510"
"13","18","375"
"12","17","510"
"16","23","240"
"16","23","240"
"23","34","240"
"22","32","240"
"22","32","240"
"19","29","300"
"21","31","300"
"21","30","300"
"15","22","400"
"15","23","400"
"15","20","400"
"16","23","240"
"16","23","240"
"13","20","470"
"13","20","470"
"13","20","470"
"11","17","470"
"11","17","470"
"17","24","300"
"22","31","201"
"22","31","201"
"21","29","201"
"19","28","280"
"22","30","201"
"16","23","300"
"16","21","300"
"25","34","148"
"25","34","148"
"25","34","148"
"25","34","148"
"25","34","148"
"25","34","148"
"19","27","170"
"19","27","170"
"18","25","265"
"18","25","256"
"18","25","256"
"18","25","256"
"21","30","160"
"21","30","160"
"19","25","230"
"19","26","230"
"19","27","170"
"19","27","170"
"19","27","170"
"19","27","170"
"22","31","180"
"22","31","180"
"22","31","180"
"12","18","510"
"11","17","510"
"11","17","510"
"12","18","510"
"21","31","185"
"20","29","180"
"13","19","470"
"13","19","470"
"13","19","510"
"13","19","510"
"13","19","430"
"13","19","430"
"19","29","220"
"14","20","220"
"15","23","220"
"20","33","220"
"21","27","170"
"21","27","170"
"21","27","170"
"21","27","170"
"21","27","170"
"21","27","170"
"19","24","224"
"19","24","224"
"15","23","220"
"13","21","220"
"23","33","150"
"23","33","150"
"23","30","150"
"22","30","150"
"22","30","150"
"13","19","420"
"13","19","420"
"15","23","220"
"18","28","220"
"18","28","220"
"15","23","220"
"18","28","220"
"20","33","220"
"18","27","263"
"17","25","263"
"17","25","274"
"17","25","355"
"16","23","274"
"19","26","305"
"17","23","305"
"17","24","268"
"16","22","355"
"11","18","505"
"10","14","310"
"13","18","310"
"10","14","310"
"9","13","310"
"31","37","122"
"31","37","122"
"27","33","117"
"27","33","117"
"28","35","117"
"27","33","117"
"18","27","248"
"18","27","248"
"19","28","248"
"18","27","248"
"19","28","248"
"18","25","250"
"17","24","250"
"18","25","250"
"17","24","250"
"18","25","250"
"12","20","552"
"12","20","552"
"17","25","315"
"17","25","315"
