"city_mpg","highway_mpg","horsepower"
"20","25","166"
"18","23","166"
"19","24","166"
"18","23","166"
"20","25","166"
"29","35","100"
"27","33","100"
"29","35","100"
"27","33","100"
"25","33","148"
"25","33","148"
"24","33","148"
"25","33","148"
"24","33","148"
"20","28","167"
"22","29","167"
"20","28","167"
"20","29","167"
"20","28","167"
"22","29","167"
"20","28","167"
"22","29","167"
"18","25","290"
"20","28","240"
"17","23","290"
"18","25","290"
"20","28","240"
"17","23","290"
"18","25","290"
"20","28","240"
"17","23","290"
"21","29","167"
"22","29","167"
"21","29","167"
"22","29","167"
"17","25","290"
"17","23","290"
"17","25","290"
"17","23","290"
"17","25","290"
"17","23","290"
"25","33","148"
"25","33","148"
"24","33","148"
"25","33","148"
"24","33","148"
"21","29","167"
"22","29","167"
"21","29","167"
"22","29","167"
"18","25","263"
"18","25","263"
"14","20","210"
"13","19","210"
"13","19","210"
"14","19","292"
"14","20","210"
"13","19","210"
"14","19","292"
"14","20","210"
"13","19","210"
"13","19","210"
"14","19","292"
"21","28","157"
"21","28","157"
"21","28","157"
"21","28","157"
"22","28","153"
"21","27","153"
"21","27","153"
"21","27","153"
"17","23","250"
"16","22","250"
"17","23","250"
"16","22","250"
"17","23","250"
"16","22","250"
"17","23","250"
"16","22","250"
"21","30","170"
"22","31","170"
"22","31","170"
"22","31","170"
"22","31","170"
"18","27","272"
"18","27","272"
"18","27","270"
"18","26","270"
"18","27","270"
"18","26","270"
"18","27","270"
"18","26","270"
"18","26","304"
"18","26","304"
"18","26","304"
"18","26","304"
"9","13","310"
"13","18","310"
"10","15","310"
"14","20","310"
"9","13","310"
"14","20","310"
"12","17","239"
"12","17","239"
"16","24","239"
"12","17","239"
"18","26","228"
"19","28","300"
"15","22","400"
"15","22","400"
"16","21","303"
"16","21","303"
"14","20","390"
"18","26","228"
"18","25","228"
"18","27","270"
"18","26","270"
"18","27","270"
"18","26","270"
"18","27","270"
"18","26","270"
"18","26","304"
"18","26","304"
"18","26","304"
"18","26","304"
"16","23","303"
"16","21","303"
"14","20","390"
"18","26","228"
"27","32","302"
"18","27","302"
"18","27","302"
"18","27","302"
"18","27","302"
"18","27","302"
"17","25","303"
"24","32","158"
"24","32","158"
"23","29","172"
"18","26","228"
"23","31","158"
"23","31","158"
"23","29","172"
"23","29","172"
"23","31","158"
"23","31","158"
"15","22","400"
"15","22","400"
"19","27","300"
"20","30","300"
"18","27","305"
"15","24","379"
"14","23","470"
"14","21","360"
"17","25","303"
"16","22","303"
"16","21","325"
"14","20","325"
"17","25","250"
"13","19","425"
"16","25","372"
"18","26","330"
"17","24","330"
"16","25","420"
"16","23","420"
"21","27","182"
"20","25","182"
"19","26","268"
"18","25","268"
"18","26","330"
"17","24","330"
"16","24","420"
"16","23","420"
"18","27","302"
"18","27","302"
"18","27","302"
"18","27","302"
"18","27","302"
"15","24","320"
"15","24","320"
"15","22","320"
"10","15","310"
"13","18","310"
"10","15","310"
"9","13","310"
"10","15","310"
"13","18","310"
"10","15","310"
"9","13","310"
"14","20","310"
"9","13","310"
"10","15","310"
"13","18","310"
"14","20","310"
"9","13","310"
"10","15","310"
"14","20","310"
"18","27","292"
"16","25","370"
"18","27","292"
"21","30","170"
"22","31","170"
"22","31","170"
"22","31","170"
"22","31","170"
"18","27","272"
"18","27","272"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"20","29","170"
"20","29","170"
"21","29","170"
"20","29","170"
"21","30","170"
"21","30","170"
"21","30","170"
"17","25","272"
"17","25","272"
"17","25","250"
"17","23","250"
"17","23","250"
"13","19","425"
"16","23","368"
"16","25","368"
"16","23","368"
"17","23","250"
"17","25","250"
"16","23","290"
"16","22","290"
"16","22","290"
"16","23","290"
"16","23","290"
"14","20","310"
"9","13","310"
"9","13","310"
"9","13","310"
"14","20","310"
"9","13","310"
"14","20","310"
"9","13","310"
"9","13","310"
"9","13","310"
"9","13","310"
"12","17","310"
"9","13","310"
"12","17","310"
"9","13","310"
"12","17","310"
"14","20","310"
"12","17","310"
"9","13","310"
"12","17","310"
"22","28","167"
"21","28","158"
"21","28","167"
"21","28","158"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","158"
"21","28","167"
"21","28","158"
"21","28","167"
"21","28","158"
"22","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"21","28","167"
"16","22","232"
"16","23","212"
"16","22","232"
"16","23","212"
"16","22","232"
"20","29","218"
"20","29","218"
"19","27","218"
"16","22","232"
"16","23","212"
"16","22","232"
"16","23","212"
"16","22","232"
"21","29","182"
"20","28","182"
"19","26","268"
"18","25","268"
"29","36","106"
"29","35","106"
"15","22","182"
"20","29","182"
"15","22","182"
"20","29","182"
"17","24","264"
"22","32","182"
"20","29","182"
"12","18","264"
"12","17","264"
"15","22","182"
"20","29","182"
"17","24","264"
"12","17","264"
"16","23","264"
"29","36","106"
"29","35","106"
"23","31","170"
"29","36","106"
"29","35","106"
"13","19","317"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"17","24","264"
"16","22","264"
"12","18","264"
"12","17","264"
"22","32","182"
"20","29","182"
"17","24","264"
"16","22","264"
"12","18","264"
"12","17","264"
"22","32","182"
"20","29","182"
"17","24","264"
"16","22","264"
"17","24","264"
"12","17","264"
"29","36","106"
"29","35","106"
"29","36","106"
"29","35","106"
"21","27","136"
"21","27","136"
"22","27","136"
"22","27","136"
"21","26","136"
"21","26","136"
"21","26","136"
"21","26","136"
"22","25","136"
"22","25","136"
"22","25","136"
"22","25","136"
"12","18","317"
"13","19","317"
"12","17","224"
"12","18","317"
"9","13","317"
"12","18","317"
"18","25","385"
"18","25","345"
"18","25","385"
"18","24","345"
"18","25","345"
"16","24","500"
"17","25","385"
"18","25","408"
"17","25","325"
"16","24","325"
"9","13","317"
"9","13","317"
"12","18","317"
"12","18","317"
"23","28","171"
"21","28","171"
"20","26","171"
"21","28","171"
"20","26","171"
"21","28","171"
"20","26","171"
"14","19","240"
"13","17","240"
"9","13","317"
"9","13","317"
"22","28","171"
"21","28","171"
"20","26","171"
"21","28","171"
"20","26","171"
"21","28","171"
"20","26","171"
"19","25","240"
"18","23","240"
"29","36","106"
"29","35","106"
"30","38","106"
"30","35","106"
"30","35","106"
"16","24","500"
"18","25","345"
"18","26","385"
"17","25","385"
"18","26","345"
"17","25","408"
"14","20","360"
"16","22","290"
"16","22","290"
"16","23","290"
"13","20","360"
"17","25","283"
"17","25","283"
"17","25","283"
"17","25","283"
"17","25","283"
"15","20","210"
"14","20","357"
"14","19","210"
"13","19","357"
"14","20","357"
"13","19","357"
"23","29","158"
"22","28","172"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"17","24","288"
"16","23","288"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","242"
"22","32","182"
"17","23","242"
"20","29","182"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"22","32","182"
"17","23","242"
"20","29","182"
"18","25","185"
"18","25","185"
"18","25","185"
"17","23","185"
"17","23","242"
"22","32","182"
"17","23","242"
"20","29","182"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"14","20","300"
"17","23","242"
"18","25","185"
"18","25","185"
"14","20","300"
"16","21","242"
"14","19","300"
"17","23","242"
"20","29","182"
"18","25","185"
"22","32","182"
"17","23","242"
"17","23","242"
"14","20","300"
"14","19","300"
"17","23","242"
"16","21","242"
"14","20","300"
"14","19","300"
"17","23","185"
"17","25","325"
"16","24","325"
"17","23","250"
"16","22","250"
"17","23","250"
"17","23","250"
"16","22","250"
"17","23","250"
"16","22","250"
"30","35","106"
"30","35","106"
"30","38","106"
"30","35","106"
"20","25","187"
"18","24","270"
"17","22","270"
"20","25","187"
"18","24","270"
"17","22","270"
"18","24","270"
"17","22","270"
"17","25","251"
"16","23","197"
"17","24","175"
"17","24","175"
"16","23","197"
"23","29","158"
"23","28","172"
"23","28","172"
"23","29","158"
"23","28","172"
"23","28","172"
"20","29","182"
"23","28","172"
"19","26","173"
"16","24","280"
"16","24","280"
"16","24","280"
"17","25","325"
"16","24","325"
"19","27","328"
"19","27","328"
"18","25","328"
"17","25","328"
"15","22","360"
"19","27","328"
"18","25","328"
"17","25","328"
"15","22","400"
"14","21","400"
"14","20","400"
"14","20","400"
"13","19","535"
"14","21","400"
"15","22","400"
"22","32","182"
"20","29","182"
"22","32","182"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"20","29","182"
"14","20","400"
"13","19","535"
"14","22","400"
"14","20","400"
"15","22","400"
"17","25","315"
"17","25","315"
"14","20","400"
"19","25","173"
"15","23","235"
"15","23","235"
"15","23","235"
"16","24","235"
"16","24","235"
"16","24","235"
"17","24","455"
"17","24","455"
"16","21","260"
"16","21","260"
"16","21","260"
"15","21","260"
"16","21","260"
"17","24","455"
"15","21","260"
"14","20","500"
"14","22","500"
"14","22","500"
"14","20","500"
"19","27","272"
"16","22","210"
"16","22","210"
"16","21","260"
"15","21","210"
"16","22","210"
"15","21","210"
"16","21","260"
"15","21","210"
"16","20","260"
"16","20","260"
"15","20","195"
"13","18","310"
"13","17","310"
"19","27","330"
"19","27","330"
"18","25","330"
"17","25","330"
"17","25","348"
"22","32","182"
"20","29","182"
"22","32","182"
"20","29","182"
"12","18","264"
"16","22","264"
"22","32","182"
"20","29","182"
"12","18","264"
"16","22","264"
"22","32","182"
"20","29","182"
"20","29","182"
"17","24","264"
"16","21","260"
"16","21","260"
"11","16","320"
"15","21","320"
"14","18","403"
"11","16","320"
"11","16","320"
"13","18","403"
"18","25","345"
"18","25","385"
"16","24","500"
"18","25","345"
"18","25","385"
"18","25","385"
"18","25","345"
"15","21","320"
"11","16","320"
"14","18","403"
"15","21","320"
"15","21","320"
"10","15","403"
"19","27","330"
"19","27","330"
"18","25","330"
"17","25","330"
"15","21","320"
"15","21","320"
"10","16","352"
"10","15","352"
"15","21","320"
"15","21","320"
"10","16","352"
"10","15","352"
"14","18","403"
"13","18","403"
"19","27","348"
"11","16","320"
"11","16","320"
"10","16","352"
"10","15","352"
"15","21","320"
"11","16","320"
"10","16","352"
"10","15","352"
"14","20","403"
"10","15","403"
"12","18","320"
"12","17","320"
"14","20","400"
"14","20","400"
"16","21","300"
"16","21","300"
"19","24","240"
"17","22","240"
"19","24","240"
"17","22","240"
"13","20","414"
"16","23","300"
"16","23","300"
"13","20","414"
"16","22","300"
"17","24","300"
"18","26","280"
"17","25","305"
"17","25","305"
"14","20","414"
"14","20","414"
"18","26","280"
"17","25","305"
"17","25","305"
"14","20","414"
"14","20","414"
"11","16","324"
"15","20","195"
"13","18","310"
"10","13","310"
"11","17","280"
"11","16","324"
"8","12","280"
"24","31","135"
"21","30","201"
"20","28","201"
"18","27","280"
"24","31","135"
"22","31","201"
"21","29","201"
"19","28","280"
"22","30","201"
"15","20","195"
"10","13","310"
"10","13","310"
"20","23","332"
"20","23","332"
"20","23","332"
"20","23","332"
"21","22","332"
"21","22","332"
"21","22","332"
"21","22","332"
"18","25","345"
"18","25","345"
"16","24","500"
"18","25","385"
"18","25","385"
"10","13","310"
"13","17","310"
"9","12","310"
"13","17","310"
"19","26","310"
"19","27","320"
"19","27","255"
"13","22","600"
"13","22","600"
"19","26","310"
"19","27","255"
"20","24","380"
"15","22","300"
"15","22","500"
"16","23","300"
"16","22","400"
"12","19","550"
"12","19","500"
"11","17","405"
"13","18","405"
"11","17","405"
"14","20","290"
"13","19","385"
"14","20","290"
"24","31","135"
"8","12","280"
"11","16","324"
"8","12","280"
"11","16","324"
"22","32","155"
"22","30","155"
"16","23","155"
"22","30","155"
"16","23","172"
"22","30","172"
"22","32","155"
"22","30","155"
"16","23","155"
"22","30","155"
"16","22","172"
"15","21","172"
"21","29","260"
"19","29","260"
"16","23","155"
"22","30","155"
"16","23","155"
"22","30","155"
"22","32","155"
"16","22","155"
"22","30","172"
"15","21","172"
"18","26","408"
"19","27","265"
"19","27","330"
"19","26","320"
"19","27","265"
"19","26","320"
"13","22","300"
"18","30","300"
"18","30","300"
"14","22","211"
"14","22","211"
"17","27","230"
"19","24","224"
"21","27","170"
"21","27","170"
"21","27","170"
"21","27","170"
"19","24","224"
"14","22","211"
"18","29","211"
"13","20","230"
"16","22","288"
"17","24","288"
"17","24","288"
"17","24","288"
"16","22","288"
"16","22","288"
"17","24","288"
"16","22","288"
"16","22","288"
"17","24","288"
"16","22","288"
"17","24","288"
"19","26","166"
"19","25","166"
"19","23","166"
"19","25","166"
"19","23","166"
"19","30","182"
"17","27","280"
"16","26","280"
"19","30","182"
"19","30","182"
"16","25","252"
"17","27","280"
"17","26","255"
"17","26","255"
"19","26","166"
"19","25","166"
"19","23","166"
"19","25","166"
"17","23","230"
"19","25","166"
"19","23","166"
"17","23","230"
"19","23","166"
"11","16","324"
"8","12","324"
"18","27","248"
"18","27","248"
"18","27","248"
"19","28","248"
"19","28","248"
"11","16","324"
"11","16","324"
"15","20","195"
"10","13","310"
"10","13","310"
"8","12","280"
"8","12","324"
"10","14","302"
"10","16","280"
"8","12","280"
"15","20","195"
"8","12","280"
"21","27","170"
"21","27","170"
"16","23","244"
"16","23","244"
"17","25","244"
"17","25","244"
"10","13","310"
"13","17","310"
"10","13","310"
"9","12","310"
"21","31","185"
"20","29","185"
"15","20","195"
"13","18","310"
"21","31","185"
"20","29","185"
"20","29","185"
"20","29","210"
"20","29","210"
"19","27","210"
"19","27","210"
"19","27","210"
"20","29","210"
"20","29","210"
"19","27","210"
"23","33","150"
"23","32","150"
"23","33","150"
"22","30","150"
"22","30","150"
"22","30","150"
"23","33","150"
"23","32","150"
"23","33","150"
"19","28","210"
"19","28","210"
"21","31","210"
"17","27","210"
"17","27","210"
"21","31","210"
"20","29","210"
"20","29","210"
"19","24","224"
"20","27","170"
"20","26","170"
"20","26","170"
"19","24","224"
"20","27","170"
"20","26","170"
"19","27","268"
"18","25","303"
"19","26","303"
"17","24","342"
"25","34","148"
"25","34","148"
"25","34","148"
"25","34","148"
"13","20","227"
"13","20","227"
"15","23","292"
"13","20","227"
"17","26","227"
"17","26","227"
"17","26","227"
"13","20","227"
"17","26","227"
"17","26","227"
"17","26","227"
"15","22","292"
"17","26","227"
"13","21","220"
"19","30","182"
"11","17","470"
"13","20","470"
"19","28","210"
"17","27","210"
"17","27","210"
"20","29","210"
"19","28","210"
"21","31","210"
"16","23","290"
"16","22","290"
"16","23","290"
"14","20","360"
"12","16","290"
"13","19","360"
"13","17","290"
"14","20","360"
"12","16","290"
"13","19","360"
"16","23","290"
"14","20","360"
"16","22","290"
"13","19","360"
"16","23","290"
"14","20","360"
"16","22","290"
"13","19","360"
"12","16","290"
"13","19","360"
"20","29","210"
"21","31","210"
"11","17","470"
"13","20","470"
"18","25","265"
"19","25","265"
"20","26","170"
"20","27","170"
"20","26","170"
"20","27","170"
"17","23","305"
"20","27","170"
"20","26","170"
"16","21","210"
"14","20","357"
"15","20","210"
"13","19","357"
"16","21","210"
"14","20","357"
"15","20","210"
"13","19","357"
"12","16","420"
"16","23","620"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"15","21","210"
"15","22","230"
"15","22","230"
"15","22","230"
"15","22","230"
"12","17","375"
"12","17","375"
"12","17","375"
"12","17","375"
"16","22","210"
"15","21","210"
"16","22","210"
"15","21","210"
"15","21","210"
"12","18","510"
"12","18","375"
"12","18","375"
"12","18","510"
"12","18","375"
"18","28","240"
"18","28","240"
"18","28","240"
"18","28","240"
"18","28","240"
"18","29","173"
"14","21","283"
"19","29","283"
"9","16","540"
"13","18","375"
"12","17","510"
"13","18","375"
"20","29","173"
"13","19","186"
"16","27","235"
"13","18","375"
"12","17","510"
"21","30","173"
"21","30","173"
"12","17","510"
"21","31","210"
"21","31","210"
"17","27","210"
"19","28","210"
"19","27","210"
"20","29","210"
"23","31","180"
"23","31","180"
"23","31","180"
"23","31","180"
"23","31","180"
"23","31","180"
"20","27","161"
"21","29","161"
"11","17","470"
"13","20","470"
"20","27","161"
"21","29","161"
"11","17","470"
"13","20","470"
"20","29","210"
"19","27","210"
"21","31","210"
"17","27","210"
"19","27","210"
"29","37","121"
"28","36","121"
"27","35","181"
"26","34","181"
"25","33","208"
"29","37","121"
"28","36","121"
"27","35","181"
"26","34","181"
"25","33","208"
"28","37","118"
"25","33","118"
"26","34","172"
"24","32","172"
"25","33","208"
"27","35","121"
"27","35","121"
"27","35","181"
"26","34","181"
"25","33","208"
"28","35","121"
"27","36","121"
"27","35","181"
"26","34","181"
"25","33","208"
"28","36","118"
"25","33","118"
"26","34","172"
"24","32","172"
"25","33","208"
"16","23","385"
"15","22","385"
"15","21","470"
"15","21","470"
"15","21","510"
"15","21","510"
"22","33","169"
"22","33","169"
"22","33","169"
"17","26","252"
"22","33","169"
"17","26","252"
"16","27","235"
"27","35","121"
"27","35","121"
"27","35","181"
"26","34","181"
"25","33","208"
"11","17","510"
"12","18","510"
"28","35","121"
"27","36","121"
"27","35","181"
"26","34","181"
"25","33","208"
"28","36","118"
"25","33","118"
"26","34","172"
"24","32","172"
"25","33","208"
"13","19","470"
"13","19","470"
"21","30","173"
"20","31","173"
"20","31","173"
"14","21","283"
"16","22","385"
"15","22","510"
"16","24","385"
"15","22","510"
"15","22","510"
"18","27","292"
"18","27","292"
"16","25","363"
"15","23","363"
"16","22","385"
"15","22","510"
"20","26","170"
"20","27","170"
"19","24","224"
"15","22","510"
"16","24","385"
"16","23","385"
"16","23","385"
"15","21","510"
"15","21","470"
"23","29","158"
"23","28","172"
"22","28","172"
"23","29","158"
"23","28","172"
"22","28","172"
"23","28","172"
"22","28","172"
"23","28","172"
"22","28","172"
"18","26","178"
"17","23","250"
"17","25","250"
"17","25","250"
"17","23","250"
"16","25","360"
"16","23","360"
"17","25","250"
"16","25","360"
"13","19","425"
"17","25","283"
"17","25","283"
"17","25","283"
"16","23","197"
"17","25","251"
"16","23","197"
"16","23","197"
"16","25","300"
"16","23","385"
"15","21","470"
"15","21","510"
"23","29","158"
"23","28","172"
"23","28","172"
"23","29","158"
"23","28","172"
"23","28","172"
"23","28","172"
"23","28","172"
"21","27","189"
"20","26","217"
"20","26","218"
"21","27","189"
"20","26","218"
"22","33","169"
"22","33","169"
"22","33","169"
"17","26","252"
"22","33","169"
"17","26","252"
"17","27","276"
"27","35","121"
"25","30","121"
"26","32","181"
"25","32","181"
"25","31","181"
"23","30","181"
"28","35","121"
"25","30","121"
"26","32","181"
"25","32","181"
"25","31","181"
"23","30","181"
"22","30","169"
"22","30","170"
"22","33","169"
"22","33","169"
"17","26","252"
"22","33","169"
"17","26","252"
"20","26","240"
"20","26","257"
"20","26","240"
"20","26","240"
"21","27","257"
"26","35","138"
"25","35","138"
"26","35","138"
"25","35","138"
"26","35","138"
"25","35","138"
"26","34","164"
"13","20","405"
"13","20","433"
"12","19","405"
"12","19","433"
"12","20","433"
"12","19","433"
"12","20","400"
"12","19","430"
"12","19","440"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","202"
"15","19","205"
"15","19","205"
"15","19","205"
"15","19","205"
"15","19","205"
"15","19","205"
"15","20","205"
"15","19","205"
"15","19","205"
"15","20","205"
"15","19","205"
"15","19","205"
"15","19","205"
"15","19","205"
"15","19","205"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","242"
"12","20","400"
"12","19","425"
"12","19","433"
"15","20","250"
"15","20","250"
"15","20","250"
"15","20","250"
"15","20","250"
"15","20","250"
"29","37","121"
"28","36","121"
"27","35","181"
"26","34","181"
"25","33","208"
"12","17","224"
"12","17","224"
"21","28","171"
"20","26","171"
"14","19","240"
"18","23","240"
"21","28","171"
"20","26","171"
"14","19","240"
"13","17","240"
"17","24","175"
"17","25","251"
"11","17","500"
"11","17","500"
"17","24","260"
"17","24","260"
"25","35","178"
"25","35","178"
"25","35","178"
"21","30","268"
"25","35","178"
"21","30","268"
"19","25","240"
"19","26","300"
"17","20","260"
"15","18","260"
"17","20","260"
"26","35","138"
"25","35","138"
"26","35","138"
"29","40","138"
"25","35","138"
"26","35","138"
"29","40","138"
"25","35","138"
"15","21","260"
"19","26","265"
"14","19","350"
"15","21","320"
"11","16","320"
"11","16","320"
"15","21","320"
"15","21","320"
"15","21","320"
"19","26","265"
"14","20","400"
"16","23","300"
"16","23","300"
"16","23","300"
"10","16","352"
"10","15","352"
"10","16","352"
"10","15","352"
"15","21","320"
"15","21","320"
"15","21","320"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","242"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","242"
"20","26","170"
"20","27","170"
"17","23","305"
"20","27","170"
"20","26","170"
"19","25","265"
"18","25","185"
"18","25","185"
"18","24","185"
"17","23","185"
"17","23","242"
"15","20","300"
"17","23","242"
"14","19","300"
"19","24","224"
"20","26","170"
"17","23","305"
"20","26","170"
"20","27","170"
"20","27","170"
"17","23","305"
"18","25","265"
"17","23","242"
"17","23","242"
"15","20","300"
"14","19","300"
"18","25","185"
"17","23","242"
"15","20","300"
"16","21","242"
"14","19","300"
"17","23","242"
"16","21","242"
"15","20","300"
"14","19","300"
"14","20","215"
"9","13","310"
"14","20","390"
"13","18","310"
"13","19","390"
"14","19","310"
"13","18","310"
"14","20","390"
"13","19","390"
"14","20","215"
"9","13","310"
"14","20","390"
"13","18","310"
"13","19","390"
"14","19","310"
"14","20","390"
"9","12","310"
"13","19","390"
"14","20","390"
"13","19","390"
"9","13","310"
"13","19","390"
"14","19","310"
"14","20","390"
"9","12","310"
"13","19","390"
"14","19","310"
"14","20","390"
"9","12","310"
"13","19","390"
"14","20","390"
"13","19","390"
"14","20","390"
"13","19","390"
"14","20","390"
"13","19","390"
"15","20","195"
"14","19","302"
"11","16","315"
"14","18","195"
"10","13","302"
"11","16","315"
"14","19","302"
"11","16","315"
"13","18","302"
"11","16","315"
"14","20","390"
"13","19","390"
"15","21","320"
"11","16","320"
"11","16","320"
"11","16","320"
"15","21","320"
"15","21","320"
"13","18","400"
"15","21","300"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"16","23","300"
"14","20","400"
"20","23","332"
"20","23","332"
"21","22","332"
"21","22","332"
"18","28","255"
"18","25","300"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","288"
"16","23","288"
"18","28","255"
"19","26","300"
"18","28","255"
"13","18","403"
"9","13","403"
"13","18","403"
"13","20","403"
"10","15","403"
"10","15","403"
"18","25","265"
"15","22","300"
"18","25","265"
"17","23","265"
"17","23","265"
"15","20","195"
"10","14","302"
"15","21","315"
"14","18","195"
"13","18","302"
"11","16","315"
"14","19","302"
"15","21","315"
"13","18","302"
"11","16","315"
"13","19","470"
"11","17","510"
"11","17","510"
"13","21","220"
"20","33","220"
"17","27","300"
"17","27","300"
"20","33","220"
"18","28","220"
"16","27","300"
"21","28","171"
"20","26","171"
"14","19","240"
"13","17","240"
"21","28","171"
"20","26","171"
"19","25","240"
"13","17","240"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","288"
"16","23","288"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","281"
"16","23","281"
"17","24","288"
"16","23","288"
"22","29","175"
"23","33","175"
"23","33","175"
"14","21","240"
"13","19","240"
"22","29","175"
"22","31","175"
"22","31","175"
"19","27","240"
"18","25","240"
"18","25","303"
"17","24","342"
"19","26","303"
"13","19","420"
"13","19","420"
"12","19","420"
"13","19","420"
"13","19","420"
"12","19","420"
"15","20","195"
"10","14","302"
"11","16","315"
"13","18","302"
"11","16","315"
"14","19","302"
"13","18","302"
"10","14","302"
"11","16","315"
"13","18","403"
"10","13","302"
"15","21","315"
"9","13","403"
"11","16","315"
"9","13","403"
"11","16","315"
"12","18","403"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"15","21","320"
"11","16","320"
"15","21","320"
"15","21","320"
"15","21","320"
"11","16","320"
"11","16","320"
"20","26","170"
"20","27","170"
"11","16","315"
"11","16","315"
"11","16","315"
"11","16","315"
"11","16","315"
"11","16","315"
"20","26","170"
"20","27","170"
"18","25","256"
"18","25","265"
"19","27","170"
"19","27","170"
"10","14","302"
"15","21","315"
"10","13","302"
"11","16","315"
"14","19","302"
"10","13","302"
"10","14","302"
"11","16","315"
"13","18","403"
"10","13","302"
"15","21","315"
"12","18","403"
"15","22","315"
"15","21","315"
"9","13","403"
"11","16","315"
"12","18","403"
"9","13","403"
"12","18","403"
"15","20","195"
"10","14","302"
"11","16","315"
"14","18","195"
"13","18","302"
"15","21","315"
"10","14","302"
"15","21","315"
"10","13","302"
"15","21","315"
"14","20","215"
"9","13","310"
"14","20","390"
"13","18","310"
"13","18","390"
"14","19","310"
"9","12","310"
"14","20","215"
"14","19","310"
"14","20","390"
"9","12","310"
"13","18","390"
"9","13","310"
"14","20","390"
"9","12","310"
"13","18","390"
"14","20","390"
"13","18","390"
"9","13","310"
"14","20","390"
"9","12","310"
"13","18","390"
"9","13","310"
"14","20","390"
"13","18","390"
"14","20","390"
"13","18","390"
"9","12","310"
"18","26","204"
"21","29","204"
"20","26","204"
"18","25","306"
"18","25","306"
"14","20","390"
"13","18","390"
"21","25","159"
"19","25","159"
"18","20","159"
"18","21","159"
"21","25","159"
"19","25","159"
"19","25","159"
"17","21","236"
"18","20","159"
"18","21","159"
"14","18","236"
"16","20","236"
"19","25","159"
"19","25","159"
"17","21","236"
"17","21","236"
"14","18","236"
"16","20","236"
"16","20","236"
"15","19","236"
"19","27","204"
"21","30","204"
"20","27","204"
"20","27","306"
"20","26","159"
"19","25","159"
"17","22","159"
"20","26","159"
"20","26","159"
"19","25","159"
"20","26","159"
"15","18","236"
"17","21","236"
"17","22","159"
"14","18","236"
"16","20","236"
"14","18","236"
"16","20","236"
"16","20","236"
"17","21","236"
"17","21","236"
"15","18","236"
"15","21","315"
"14","18","195"
"13","18","302"
"15","21","315"
"10","14","302"
"15","21","315"
"10","13","302"
"15","21","315"
"18","25","185"
"17","23","242"
"18","25","185"
"17","23","242"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","185"
"17","23","242"
"17","23","242"
"17","23","242"
"14","20","300"
"14","20","300"
"16","21","242"
"16","21","242"
"14","19","300"
"15","20","195"
"10","14","302"
"11","16","315"
"10","13","302"
"15","21","315"
"14","19","302"
"10","13","302"
"14","19","302"
"15","21","315"
"13","19","403"
"13","18","302"
"11","16","315"
"12","19","403"
"11","16","315"
"10","14","403"
"11","16","315"
"14","19","302"
"18","25","185"
"17","23","242"
"18","25","185"
"17","23","242"
"17","23","242"
"14","20","300"
"14","20","300"
"18","24","185"
"17","23","185"
"17","23","242"
"17","23","185"
"17","23","242"
"17","23","242"
"14","19","300"
"11","16","315"
"15","21","315"
"11","16","315"
"15","21","315"
"11","16","315"
"11","16","315"
"18","25","185"
"17","23","242"
"18","25","185"
"18","25","185"
"17","23","242"
"18","24","185"
"17","23","185"
"17","23","242"
